record,year,band,node,collocate,register,title
10.1145/3581783.3613755,2023,LLM/genAI (2023+),conversational,preference,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),conversational,modeling,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),interaction,representation,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),interaction,model,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),interaction,representation,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),interaction,model,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1145/3581783.3613755,2023,LLM/genAI (2023+),dialog,query,instrumental,Enhancing Product Representation with Multi-form Interactions for Multimodal Con
10.1016/j.knosys.2023.111129,2023,LLM/genAI (2023+),conversational,modeling,instrumental,Enhancing conversational recommender systems via multi-level knowledge modeling 
10.1016/j.knosys.2023.111129,2023,LLM/genAI (2023+),dialogue,representation,instrumental,Enhancing conversational recommender systems via multi-level knowledge modeling 
10.1145/3604915.3608759,2023,LLM/genAI (2023+),interaction,feature,instrumental,Fifth Knowledge-aware and Conversational Recommender Systems Workshop (KaRS)
10.1016/j.csl.2022.101468,2023,LLM/genAI (2023+),dialogue,elicit,instrumental,Goal-oriented conditional variational autoencoders for proactive and knowledge-a
10.1016/j.csl.2022.101468,2023,LLM/genAI (2023+),dialogue,preference,instrumental,Goal-oriented conditional variational autoencoders for proactive and knowledge-a
10.1016/j.csl.2022.101468,2023,LLM/genAI (2023+),dialogue,learn,instrumental,Goal-oriented conditional variational autoencoders for proactive and knowledge-a
10.1109/TKDE.2022.3147210,2023,LLM/genAI (2023+),dialog,model,instrumental,Graph-Grounded Goal Planning for Conversational Recommendation
10.1109/TSC.2023.3269396,2023,LLM/genAI (2023+),conversational,learning,instrumental,Hierarchical Reinforcement Learning for Conversational Recommendation With Knowl
10.1109/TSC.2023.3269396,2023,LLM/genAI (2023+),conversational,preference,instrumental,Hierarchical Reinforcement Learning for Conversational Recommendation With Knowl
10.1109/TSC.2023.3269396,2023,LLM/genAI (2023+),dialogue,model,instrumental,Hierarchical Reinforcement Learning for Conversational Recommendation With Knowl
10.1109/TSC.2023.3269396,2023,LLM/genAI (2023+),conversational,model,instrumental,Hierarchical Reinforcement Learning for Conversational Recommendation With Knowl
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversational,data,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversational,data,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversational,simulation,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,preference,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversation,preference,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,simulator,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversation,simulator,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversation,model,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,learn,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,preference,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,model,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),conversation,model,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1145/3580305.3599387,2023,LLM/genAI (2023+),dialogue,simulator,instrumental,Improving Conversational Recommendation Systems via Counterfactual Data Simulati
10.1007/978-981-99-7254-8_47,2023,LLM/genAI (2023+),conversational,embedding,instrumental,Improving Conversational Recommender Systems via Knowledge-Enhanced Temporal Emb
10.1007/978-981-99-7254-8_47,2023,LLM/genAI (2023+),conversational,model,instrumental,Improving Conversational Recommender Systems via Knowledge-Enhanced Temporal Emb
10.1007/978-981-99-7254-8_47,2023,LLM/genAI (2023+),dialogue,representation,instrumental,Improving Conversational Recommender Systems via Knowledge-Enhanced Temporal Emb
10.1007/978-981-99-7254-8_47,2023,LLM/genAI (2023+),conversational,model,instrumental,Improving Conversational Recommender Systems via Knowledge-Enhanced Temporal Emb
10.1145/3604915.3608858,2023,LLM/genAI (2023+),interaction,preference,instrumental,Initiative transfer in conversational recommender systems
10.1145/3604915.3608858,2023,LLM/genAI (2023+),interaction,preference,instrumental,Initiative transfer in conversational recommender systems
10.1145/3604915.3608858,2023,LLM/genAI (2023+),interaction,preference,instrumental,Initiative transfer in conversational recommender systems
10.1145/3580305.3599401,2023,LLM/genAI (2023+),conversational,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,capture,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3580305.3599401,2023,LLM/genAI (2023+),dialog,feature,instrumental,LATTE: A Framework for Learning Item-Features to Make a Domain-Expert for Effect
10.1145/3583780.3614949,2023,LLM/genAI (2023+),conversational,model,instrumental,Large Language Models as Zero-Shot Conversational Recommenders
10.1145/3583780.3614949,2023,LLM/genAI (2023+),conversational,model,instrumental,Large Language Models as Zero-Shot Conversational Recommenders
10.1145/3583780.3614949,2023,LLM/genAI (2023+),conversational,model,instrumental,Large Language Models as Zero-Shot Conversational Recommenders
10.1145/3583780.3614745,2023,LLM/genAI (2023+),conversational,extract,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),dialogue,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),conversational,extract,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),interaction,extract,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),utterance,extract,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),interaction,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),utterance,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),utterance,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),dialogue,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
10.1145/3583780.3614745,2023,LLM/genAI (2023+),dialogue,attribute,instrumental,Learning What to Ask: Mining Product Attributes for E-commerce Sales from Massiv
Lending Interaction Wings to Recommender Systems with Conver,2023,LLM/genAI (2023+),conversational,query,instrumental,Lending Interaction Wings to Recommender Systems with Conversational Agents
Lending Interaction Wings to Recommender Systems with Conver,2023,LLM/genAI (2023+),conversational,preference,instrumental,Lending Interaction Wings to Recommender Systems with Conversational Agents
Lending Interaction Wings to Recommender Systems with Conver,2023,LLM/genAI (2023+),conversational,learn,instrumental,Lending Interaction Wings to Recommender Systems with Conversational Agents
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversational,preference,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversational,learning,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),interactive,preference,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),interactive,attribute,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),dialogue,preference,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),dialogue,attribute,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversational,learning,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversational,learn,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversational,policy,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),interaction,preference,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1109/TKDE.2022.3225109,2023,LLM/genAI (2023+),conversation,preference,instrumental,Leveraging Long Short-Term User Preference in Conversational Recommendation via 
10.1016/j.eswa.2022.118981,2023,LLM/genAI (2023+),conversation,preference,instrumental,MACR: Multi-information Augmented Conversational Recommender
10.1016/j.eswa.2022.118981,2023,LLM/genAI (2023+),utterance,preference,instrumental,MACR: Multi-information Augmented Conversational Recommender
10.1016/j.eswa.2022.118981,2023,LLM/genAI (2023+),utterance,preference,instrumental,MACR: Multi-information Augmented Conversational Recommender
10.1016/j.eswa.2022.118981,2023,LLM/genAI (2023+),conversation,extract,instrumental,MACR: Multi-information Augmented Conversational Recommender
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversational,policy,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversational,learning,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversational,policy,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversation,preference,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversation,policy,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3539597.3570443,2023,LLM/genAI (2023+),conversation,feedback,instrumental,Meta Policy Learning for Cold-Start Conversational Recommendation
10.1145/3604804,2023,LLM/genAI (2023+),conversational,learning,instrumental,Meta-CRS: A Dynamic Meta-Learning Approach for Effective Conversational Recommen
10.1145/3604804,2023,LLM/genAI (2023+),dialogue,preference,instrumental,Meta-CRS: A Dynamic Meta-Learning Approach for Effective Conversational Recommen
10.1145/3596510,2023,LLM/genAI (2023+),dialogue,simulator,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
10.1145/3596510,2023,LLM/genAI (2023+),dialogue,optimize,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
10.1145/3596510,2023,LLM/genAI (2023+),dialogue,policy,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
10.1145/3596510,2023,LLM/genAI (2023+),interaction,simulate,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
10.1145/3596510,2023,LLM/genAI (2023+),interaction,simulator,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
10.1145/3596510,2023,LLM/genAI (2023+),interaction,simulator,instrumental,Metaphorical User Simulators for Evaluating Task-oriented Dialogue Systems
Multi-Objective Intrinsic Reward Learning for Conversational,2023,LLM/genAI (2023+),conversational,reward,instrumental,Multi-Objective Intrinsic Reward Learning for Conversational Recommender Systems
Multi-Objective Intrinsic Reward Learning for Conversational,2023,LLM/genAI (2023+),conversational,learning,instrumental,Multi-Objective Intrinsic Reward Learning for Conversational Recommender Systems
Multi-Objective Intrinsic Reward Learning for Conversational,2023,LLM/genAI (2023+),conversational,learning,instrumental,Multi-Objective Intrinsic Reward Learning for Conversational Recommender Systems
Multi-Objective Intrinsic Reward Learning for Conversational,2023,LLM/genAI (2023+),interaction,learn,instrumental,Multi-Objective Intrinsic Reward Learning for Conversational Recommender Systems
Multi-Objective Intrinsic Reward Learning for Conversational,2023,LLM/genAI (2023+),interaction,reward,instrumental,Multi-Objective Intrinsic Reward Learning for Conversational Recommender Systems
10.1016/j.aiopen.2023.10.001,2023,LLM/genAI (2023+),conversational,modeling,instrumental,Multi-grained hypergraph interest modeling for conversational recommendation
10.1016/j.aiopen.2023.10.001,2023,LLM/genAI (2023+),conversational,modeling,instrumental,Multi-grained hypergraph interest modeling for conversational recommendation
10.1016/j.aiopen.2023.10.001,2023,LLM/genAI (2023+),dialogue,data,instrumental,Multi-grained hypergraph interest modeling for conversational recommendation
10.1016/j.aiopen.2023.10.001,2023,LLM/genAI (2023+),dialogue,model,instrumental,Multi-grained hypergraph interest modeling for conversational recommendation
10.1145/3539618.3591737,2023,LLM/genAI (2023+),conversational,policy,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3539618.3591737,2023,LLM/genAI (2023+),conversational,learning,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3539618.3591737,2023,LLM/genAI (2023+),conversational,policy,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3539618.3591737,2023,LLM/genAI (2023+),conversational,learning,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3539618.3591737,2023,LLM/genAI (2023+),interactive,preference,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3539618.3591737,2023,LLM/genAI (2023+),conversation,preference,instrumental,Multi-view Hypergraph Contrastive Policy Learning for Conversational Recommendat
10.1145/3629606.3629615,2023,LLM/genAI (2023+),conversational,model,instrumental,ReDBot: Exploring Conversational Recommendation for Decision-Making Support in G
10.3390/a16090432,2023,LLM/genAI (2023+),dialogue,model,instrumental,Sparks of Artificial General Recommender (AGR): Experiments with ChatGPT
10.1109/TMM.2022.3155900,2023,LLM/genAI (2023+),conversation,preference,instrumental,State Graph Reasoning for Multimodal Conversational Recommendation
10.1109/TMM.2022.3155900,2023,LLM/genAI (2023+),dialogue,representation,instrumental,State Graph Reasoning for Multimodal Conversational Recommendation
10.1109/TMM.2022.3155900,2023,LLM/genAI (2023+),conversation,preference,instrumental,State Graph Reasoning for Multimodal Conversational Recommendation
10.1109/TMM.2022.3155900,2023,LLM/genAI (2023+),utterance,preference,instrumental,State Graph Reasoning for Multimodal Conversational Recommendation
10.1145/3539618.3591876,2023,LLM/genAI (2023+),interactive,preference,instrumental,"Towards Building Voice-based Conversational Recommender Systems: Datasets, Poten"
10.1145/3539618.3591876,2023,LLM/genAI (2023+),conversation,preference,instrumental,"Towards Building Voice-based Conversational Recommender Systems: Datasets, Poten"
10.1016/j.ipm.2022.103139,2023,LLM/genAI (2023+),conversational,model,instrumental,Towards understanding and mitigating unintended biases in language model-driven 
10.1016/j.ipm.2022.103139,2023,LLM/genAI (2023+),conversational,model,instrumental,Towards understanding and mitigating unintended biases in language model-driven 
10.1145/3539618.3591878,2023,LLM/genAI (2023+),dialogue,preference,instrumental,U-NEED: A Fine-grained Dataset for User Needs-Centric E-commerce Conversational 
10.1145/3539618.3591878,2023,LLM/genAI (2023+),conversational,simulate,instrumental,U-NEED: A Fine-grained Dataset for User Needs-Centric E-commerce Conversational 
10.1145/3624989,2023,LLM/genAI (2023+),dialogue,capture,instrumental,Understanding and Predicting User Satisfaction with Conversational Recommender S
10.1145/3624989,2023,LLM/genAI (2023+),dialogue,predict,instrumental,Understanding and Predicting User Satisfaction with Conversational Recommender S
10.1145/3604915.3608885,2023,LLM/genAI (2023+),conversational,model,instrumental,User-Centric Conversational Recommendation: Adapting the Need of User with Large
10.1145/3604915.3608885,2023,LLM/genAI (2023+),conversation,model,instrumental,User-Centric Conversational Recommendation: Adapting the Need of User with Large
10.1145/3604915.3608885,2023,LLM/genAI (2023+),interactive,capture,instrumental,User-Centric Conversational Recommendation: Adapting the Need of User with Large
10.1145/3604915.3608885,2023,LLM/genAI (2023+),conversational,preference,instrumental,User-Centric Conversational Recommendation: Adapting the Need of User with Large
10.1145/3580305.3599539,2023,LLM/genAI (2023+),conversational,feedback,instrumental,User-Regulation Deconfounded Conversational Recommender System with Bandit Feedb
10.1145/3580305.3599539,2023,LLM/genAI (2023+),conversational,feedback,instrumental,User-Regulation Deconfounded Conversational Recommender System with Bandit Feedb
10.1145/3580305.3599539,2023,LLM/genAI (2023+),conversational,elicit,instrumental,User-Regulation Deconfounded Conversational Recommender System with Bandit Feedb
10.1145/3580305.3599539,2023,LLM/genAI (2023+),conversational,feedback,instrumental,User-Regulation Deconfounded Conversational Recommender System with Bandit Feedb
10.1145/3539597.3573029,2023,LLM/genAI (2023+),conversational,simulation,instrumental,UserSimCRS: A User Simulation Toolkit for Evaluating Conversational Recommender 
10.1145/3539597.3573029,2023,LLM/genAI (2023+),dialogue,simulate,instrumental,UserSimCRS: A User Simulation Toolkit for Evaluating Conversational Recommender 
10.1145/3539597.3573029,2023,LLM/genAI (2023+),conversation,simulate,instrumental,UserSimCRS: A User Simulation Toolkit for Evaluating Conversational Recommender 
10.1109/TNNLS.2023.3280161,2024,LLM/genAI (2023+),interactive,learning,instrumental,A Survey on Reinforcement Learning for Recommender Systems
10.1109/ICARCE63054.2024.00021,2024,LLM/genAI (2023+),conversation,intent,instrumental,Advanced Government Chatbot Featuring Multi-Source Strategy for Effective Goal-D
10.1145/3640457.3688142,2024,LLM/genAI (2023+),utterance,preference,instrumental,Bayesian Optimization with LLM-Based Acquisition Functions for Natural Language 
10.1145/3640457.3688142,2024,LLM/genAI (2023+),dialogue,simulation,instrumental,Bayesian Optimization with LLM-Based Acquisition Functions for Natural Language 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),conversational,learning,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),conversational,learning,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),dialogue,extract,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),dialogue,preference,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),dialogue,model,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1145/3626772.3657755,2024,LLM/genAI (2023+),dialogue,learn,instrumental,Broadening the View: Demonstration-augmented Prompt Learning for Conversational 
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),conversational,policy,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),conversational,learning,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),conversational,policy,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),conversational,learning,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),interactive,preference,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),dialogue,preference,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),conversational,attribute,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1007/978-981-97-5569-1_8,2024,LLM/genAI (2023+),interactive,attribute,instrumental,Chain-of-Choice Hierarchical Policy Learning for Conversational Recommendation
10.1109/ACCESS.2024.3434720,2024,LLM/genAI (2023+),conversational,extract,instrumental,CollRec: Pre-Trained Language Models and Knowledge Graphs Collaborate to Enhance
10.1145/3637528.3671892,2024,LLM/genAI (2023+),conversational,elicit,instrumental,Conversational Dueling Bandits in Generalized Linear Models
10.1145/3637528.3671892,2024,LLM/genAI (2023+),conversation,feedback,instrumental,Conversational Dueling Bandits in Generalized Linear Models
10.1145/3637528.3671892,2024,LLM/genAI (2023+),conversational,feedback,instrumental,Conversational Dueling Bandits in Generalized Linear Models
10.1145/3637528.3671892,2024,LLM/genAI (2023+),conversational,model,instrumental,Conversational Dueling Bandits in Generalized Linear Models
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),conversation,preference,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),utterance,attribute,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),dialogue,attribute,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),utterance,extract,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),utterance,predict,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
Conversational Recommendation System Based on Utterance Act ,2024,LLM/genAI (2023+),conversation,predict,instrumental,Conversational Recommendation System Based on Utterance Act and Emotion
10.1109/TKDE.2024.3423442,2024,LLM/genAI (2023+),conversational,learning,instrumental,Conversational Recommendation With Online Learning and Clustering on Misspecifie
10.1109/TKDE.2024.3423442,2024,LLM/genAI (2023+),conversation,elicit,instrumental,Conversational Recommendation With Online Learning and Clustering on Misspecifie
10.1109/TKDE.2024.3423442,2024,LLM/genAI (2023+),conversation,preference,instrumental,Conversational Recommendation With Online Learning and Clustering on Misspecifie
10.3233/JIFS-230905,2024,LLM/genAI (2023+),conversation,elicit,instrumental,Conversational recommender based on additive attention and positional encoding
10.3233/JIFS-230905,2024,LLM/genAI (2023+),conversation,preference,instrumental,Conversational recommender based on additive attention and positional encoding
10.3233/JIFS-230905,2024,LLM/genAI (2023+),conversational,model,instrumental,Conversational recommender based on additive attention and positional encoding
10.3233/JIFS-230905,2024,LLM/genAI (2023+),dialogue,capture,instrumental,Conversational recommender based on additive attention and positional encoding
10.3233/IDA-230148,2024,LLM/genAI (2023+),conversational,model,instrumental,Conversational recommender based on graph sparsification and multi-hop attention
10.3233/IDA-230148,2024,LLM/genAI (2023+),dialogue,capture,instrumental,Conversational recommender based on graph sparsification and multi-hop attention
10.1109/TKDE.2023.3322403,2024,LLM/genAI (2023+),conversational,predict,instrumental,Counterfactual Explainable Conversational Recommendation
10.1109/TKDE.2023.3322403,2024,LLM/genAI (2023+),conversation,learn,instrumental,Counterfactual Explainable Conversational Recommendation
10.1109/TKDE.2023.3322403,2024,LLM/genAI (2023+),conversation,preference,instrumental,Counterfactual Explainable Conversational Recommendation
10.1109/TKDE.2023.3322403,2024,LLM/genAI (2023+),conversation,feedback,instrumental,Counterfactual Explainable Conversational Recommendation
DialogStudio: Towards Richest and Most Diverse Unified Datas,2024,LLM/genAI (2023+),conversational,model,instrumental,DialogStudio: Towards Richest and Most Diverse Unified Dataset Collection for Co
DialogStudio: Towards Richest and Most Diverse Unified Datas,2024,LLM/genAI (2023+),dialogue,model,instrumental,DialogStudio: Towards Richest and Most Diverse Unified Dataset Collection for Co
DialogStudio: Towards Richest and Most Diverse Unified Datas,2024,LLM/genAI (2023+),conversational,model,instrumental,DialogStudio: Towards Richest and Most Diverse Unified Dataset Collection for Co
10.1145/3664647.3680909,2024,LLM/genAI (2023+),conversational,learning,instrumental,Diversity Matters: User-Centric Multi-Interest Learning for Conversational Movie
10.1145/3664647.3680909,2024,LLM/genAI (2023+),conversational,learning,instrumental,Diversity Matters: User-Centric Multi-Interest Learning for Conversational Movie
10.1016/j.neucom.2023.127219,2024,LLM/genAI (2023+),conversational,learning,instrumental,Dual-space Hierarchical Learning for Goal-guided Conversational Recommendation
10.1145/3631700.3664872,2024,LLM/genAI (2023+),interactive,feature,instrumental,Dynamic Ridge Plot Sliders: Supporting Users' Understanding of the Item Space St
10.1145/3631700.3664872,2024,LLM/genAI (2023+),interaction,preference,instrumental,Dynamic Ridge Plot Sliders: Supporting Users' Understanding of the Item Space St
10.1145/3631700.3664872,2024,LLM/genAI (2023+),interaction,model,instrumental,Dynamic Ridge Plot Sliders: Supporting Users' Understanding of the Item Space St
10.1145/3631700.3664872,2024,LLM/genAI (2023+),interaction,preference,instrumental,Dynamic Ridge Plot Sliders: Supporting Users' Understanding of the Item Space St
10.1145/3637216,2024,LLM/genAI (2023+),interaction,capture,instrumental,Explicit Knowledge Graph Reasoning for Conversational Recommendation
10.1145/3637216,2024,LLM/genAI (2023+),utterance,learn,instrumental,Explicit Knowledge Graph Reasoning for Conversational Recommendation
10.1145/3637216,2024,LLM/genAI (2023+),utterance,representation,instrumental,Explicit Knowledge Graph Reasoning for Conversational Recommendation
10.1145/3637216,2024,LLM/genAI (2023+),conversation,signal,instrumental,Explicit Knowledge Graph Reasoning for Conversational Recommendation
10.1145/3637216,2024,LLM/genAI (2023+),conversational,model,instrumental,Explicit Knowledge Graph Reasoning for Conversational Recommendation
10.1080/10447318.2023.2232195,2024,LLM/genAI (2023+),dialog,preference,instrumental,Expressing Robot’s Understanding of Human Preference Based on Successive Estimat
10.1080/10447318.2023.2232195,2024,LLM/genAI (2023+),utterance,elicit,instrumental,Expressing Robot’s Understanding of Human Preference Based on Successive Estimat
10.1080/10447318.2023.2232195,2024,LLM/genAI (2023+),utterance,preference,instrumental,Expressing Robot’s Understanding of Human Preference Based on Successive Estimat
10.1080/10447318.2023.2232195,2024,LLM/genAI (2023+),dialog,preference,instrumental,Expressing Robot’s Understanding of Human Preference Based on Successive Estimat
10.1145/3640457.3688150,2024,LLM/genAI (2023+),interaction,preference,instrumental,FairCRS: Towards User-oriented Fairness in Conversational Recommendation Systems
10.1145/3640457.3688150,2024,LLM/genAI (2023+),interaction,data,instrumental,FairCRS: Towards User-oriented Fairness in Conversational Recommendation Systems
10.1145/3640457.3688150,2024,LLM/genAI (2023+),interaction,embedding,instrumental,FairCRS: Towards User-oriented Fairness in Conversational Recommendation Systems
10.1007/978-3-031-56069-9_4,2024,LLM/genAI (2023+),conversational,learn,instrumental,Federated Conversational Recommender Systems
10.1007/s10791-024-09437-6,2024,LLM/genAI (2023+),conversational,attribute,instrumental,Graph-based dynamic attribute clipping for conversational recommendation
